CaseStudy_ID,Question_ID,Answer,Sample_ID,Model_name,Model_return,Info_check,Authors,Google Folder,Data,Task Category
Covid_CCI_10,3,C,Covid_CCI_10A,gpt-4o,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10A,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10A,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,gpt-4o,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10B,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,gpt-4o,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10C,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,gpt-4o,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,gemini-2.0-flash,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_CCI_10,3,C,Covid_CCI_10D,claude-3-7-sonnet-20250219,C,Yes,YC,CCI,COVID,Descriptive - information retrival
Covid_DE_2,1,B,Covid_DE_2A,gpt-4o,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,1,B,Covid_DE_2A,gemini-2.0-flash,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,1,B,Covid_DE_2A,claude-3-7-sonnet-20250219,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,gpt-4o,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,gemini-2.0-flash,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,2,D,Covid_DE_2A,claude-3-7-sonnet-20250219,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,gpt-4o,A,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,gemini-2.0-flash,A,Yes,MS,DE,COVID,Biological Inference
Covid_DE_2,3,A,Covid_DE_2A,claude-3-7-sonnet-20250219,A,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,gpt-4o,B,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,gemini-2.0-flash,C,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,1,C,Covid_DE_3A,claude-3-7-sonnet-20250219,B,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,gpt-4o,B,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,gemini-2.0-flash,B,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,2,B,Covid_DE_3A,claude-3-7-sonnet-20250219,B,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,gpt-4o,C,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,gemini-2.0-flash,C,Yes,MS,DE,COVID,Biological Inference
Covid_DE_3,3,B,Covid_DE_3A,claude-3-7-sonnet-20250219,C,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,gpt-4o,A,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,gemini-2.0-flash,A,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,1,A,Covid_DE_4A,claude-3-7-sonnet-20250219,A,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,gpt-4o,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,gemini-2.0-flash,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,2,D,Covid_DE_4A,claude-3-7-sonnet-20250219,D,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,gpt-4o,E,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,gemini-2.0-flash,A,Yes,MS,DE,COVID,Biological Inference
Covid_DE_4,3,B,Covid_DE_4A,claude-3-7-sonnet-20250219,D,Yes,MS,DE,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,gpt-4o,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,gemini-2.0-flash,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1A,claude-3-7-sonnet-20250219,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,gpt-4o,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,gemini-2.0-flash,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1B,claude-3-7-sonnet-20250219,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1C,gpt-4o,D. 10000,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1C,gemini-2.0-flash,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,1,D,Covid_Pathway_1C,claude-3-7-sonnet-20250219,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1A,gpt-4o,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1A,gemini-2.0-flash,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1A,claude-3-7-sonnet-20250219,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1B,gpt-4o,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1B,gemini-2.0-flash,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1B,claude-3-7-sonnet-20250219,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1C,gpt-4o,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1C,gemini-2.0-flash,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,2,B,Covid_Pathway_1C,claude-3-7-sonnet-20250219,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1A,gpt-4o,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1A,gemini-2.0-flash,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1A,claude-3-7-sonnet-20250219,C,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1B,gpt-4o,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1B,gemini-2.0-flash,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1B,claude-3-7-sonnet-20250219,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1C,gpt-4o,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1C,gemini-2.0-flash,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_1,3,C,Covid_Pathway_1C,claude-3-7-sonnet-20250219,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2A,gpt-4o,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2A,gemini-2.0-flash,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2A,claude-3-7-sonnet-20250219,error,error,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2B,gpt-4o,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2B,gemini-2.0-flash,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2B,claude-3-7-sonnet-20250219,error,error,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2C,gpt-4o,D,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2C,gemini-2.0-flash,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,1,B,Covid_Pathway_2C,claude-3-7-sonnet-20250219,B,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2A,gpt-4o,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2A,gemini-2.0-flash,E,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2A,claude-3-7-sonnet-20250219,error,error,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2B,gpt-4o,A,No,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2B,gemini-2.0-flash,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2B,claude-3-7-sonnet-20250219,error,error,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2C,gpt-4o,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2C,gemini-2.0-flash,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,2,A,Covid_Pathway_2C,claude-3-7-sonnet-20250219,A,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2A,gpt-4o,E,No,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2A,gemini-2.0-flash,C,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2A,claude-3-7-sonnet-20250219,error,error,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2B,gpt-4o,C,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2B,gemini-2.0-flash,C,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2B,claude-3-7-sonnet-20250219,error,error,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2C,gpt-4o,C,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2C,gemini-2.0-flash,C,Yes,MS,Pathway,COVID,Biological Inference
Covid_Pathway_2,3,C,Covid_Pathway_2C,claude-3-7-sonnet-20250219,C,Yes,MS,Pathway,COVID,Biological Inference
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2A,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2A,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2A,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2B,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2B,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2B,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2C,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2C,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,1,A,Ghist_ClassifyR_2C,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2A,gpt-4o,A,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2A,gemini-2.0-flash,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2A,claude-3-7-sonnet-20250219,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2B,gpt-4o,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2B,gemini-2.0-flash,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2B,claude-3-7-sonnet-20250219,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2C,gpt-4o,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2C,gemini-2.0-flash,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,2,D,Ghist_ClassifyR_2C,claude-3-7-sonnet-20250219,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2A,gpt-4o,A,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2A,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2A,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2B,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2B,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2B,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2C,gpt-4o,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2C,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_2,3,B,Ghist_ClassifyR_2C,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3A,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3A,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3A,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3B,gpt-4o,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3B,gemini-2.0-flash,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3B,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3C,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3C,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,1,A,Ghist_ClassifyR_3C,claude-3-7-sonnet-20250219,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3A,gpt-4o,E,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3A,gemini-2.0-flash,E,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3A,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3B,gpt-4o,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3B,gemini-2.0-flash,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3B,claude-3-7-sonnet-20250219,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3C,gpt-4o,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3C,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,2,B,Ghist_ClassifyR_3C,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3A,gpt-4o,B,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3A,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3A,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3B,gpt-4o,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3B,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3B,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3C,gpt-4o,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3C,gemini-2.0-flash,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_3,3,B,Ghist_ClassifyR_3C,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Ghist_ClassifyR_4A,gpt-4o,E,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Ghist_ClassifyR_4A,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Ghist_ClassifyR_4A,claude-3-7-sonnet-20250219,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Ghist_ClassifyR_4B,gpt-4o,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Ghist_ClassifyR_4B,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Ghist_ClassifyR_4B,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Metabric_ClassifyR_4C,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Metabric_ClassifyR_4C,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,1,B,Metabric_ClassifyR_4C,claude-3-7-sonnet-20250219,B,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Ghist_ClassifyR_4A,gpt-4o,C,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Ghist_ClassifyR_4A,gemini-2.0-flash,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Ghist_ClassifyR_4A,claude-3-7-sonnet-20250219,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Ghist_ClassifyR_4B,gpt-4o,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Ghist_ClassifyR_4B,gemini-2.0-flash,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Ghist_ClassifyR_4B,claude-3-7-sonnet-20250219,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Metabric_ClassifyR_4C,gpt-4o,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Metabric_ClassifyR_4C,gemini-2.0-flash,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,2,C,Metabric_ClassifyR_4C,claude-3-7-sonnet-20250219,C,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Ghist_ClassifyR_4A,gpt-4o,B,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Ghist_ClassifyR_4A,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Ghist_ClassifyR_4A,claude-3-7-sonnet-20250219,B,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Ghist_ClassifyR_4B,gpt-4o,A,No,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Ghist_ClassifyR_4B,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Ghist_ClassifyR_4B,claude-3-7-sonnet-20250219,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Metabric_ClassifyR_4C,gpt-4o,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Metabric_ClassifyR_4C,gemini-2.0-flash,A,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Ghist_ClassifyR_4,3,A,Metabric_ClassifyR_4C,claude-3-7-sonnet-20250219,D,Yes,JG,ClassifyR,Breast Cancer,Descriptive - information retrival
Covid_pathway_5,1,B,Covid_pathway_5B,gpt-4o,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,1,B,Covid_pathway_5B,gemini-2.0-flash,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,1,B,Covid_pathway_5B,claude-3-7-sonnet-20250219,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,1,B,Covid_pathway_5A,gpt-4o,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,1,B,Covid_pathway_5A,gemini-2.0-flash,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,1,B,Covid_pathway_5A,claude-3-7-sonnet-20250219,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,2,B,Covid_pathway_5B,gpt-4o,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,2,B,Covid_pathway_5B,gemini-2.0-flash,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,2,B,Covid_pathway_5B,claude-3-7-sonnet-20250219,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,2,B,Covid_pathway_5A,gpt-4o,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,2,B,Covid_pathway_5A,gemini-2.0-flash,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,2,B,Covid_pathway_5A,claude-3-7-sonnet-20250219,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,3,D,Covid_pathway_5B,gpt-4o,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,3,D,Covid_pathway_5B,gemini-2.0-flash,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,3,D,Covid_pathway_5B,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,3,D,Covid_pathway_5A,gpt-4o,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,3,D,Covid_pathway_5A,gemini-2.0-flash,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_5,3,D,Covid_pathway_5A,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,1,A,Covid_pathway_6B,gpt-4o,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,1,A,Covid_pathway_6B,gemini-2.0-flash,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,1,A,Covid_pathway_6B,claude-3-7-sonnet-20250219,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,1,A,Covid_pathway_6A,gpt-4o,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,1,A,Covid_pathway_6A,gemini-2.0-flash,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,1,A,Covid_pathway_6A,claude-3-7-sonnet-20250219,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,2,B,Covid_pathway_6B,gpt-4o,A,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,2,B,Covid_pathway_6B,gemini-2.0-flash,E,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,2,B,Covid_pathway_6B,claude-3-7-sonnet-20250219,D,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,2,B,Covid_pathway_6A,gpt-4o,B,Yes,DK,Pathway,Covid,Biological Inference
Covid_pathway_6,2,B,Covid_pathway_6A,gemini-2.0-flash,D,Yes,DK,Pathway,Covid,Biological Inference
